file path,copyright
fossology-01-07-2021/src/www/ui/template/browse_license-agent.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/menu-entry.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/getting_started.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/welcome.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/upload_srv.html.twig,"Copyright (C) 2014-2015, 2018 Siemens AG"
fossology-01-07-2021/src/www/ui/template/ui-showjobs.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/browse_license-summary.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/report.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/admin_license_candidate-merge.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/file-browse.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/admin_content_move.html.twig,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/browse.html.twig,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/www/ui/template/ui-job-show.js.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/next-options.js.twig,Copyright (C) 2014 Siemens AG Author: J.Najjar
fossology-01-07-2021/src/www/ui/template/advice_license.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/browse_license-agent_selector.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/browse_license-lic_hist.js.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/ajax-admin-scheduler.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/template/ui-job-show.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/www/ui/core-smauth.php,"Copyright (C) 2011-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/css/access-token.css,Copyright (C) 2019 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/src/www/ui/css/showjobs.css,"Copyright (C) 2015,2019 Siemens AG"
fossology-01-07-2021/src/www/ui/css/csshover.htc,Copyright (C) 2005 - Peter Nederlof Peterned
fossology-01-07-2021/src/www/ui/css/highlights.css,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/ui-refresh.php,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/ajax-manage-tag.php,"Copyright (C) 2012-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/ajax-manage-tag.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/group-add.php,"Copyright (C) 2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/group-add.php,Copyright (C) 205 Siemens AG
fossology-01-07-2021/src/www/ui/showjobs.php,"Copyright (C) 2012-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/showjobs.php,Copyright (C) 2015-2016 Siemens AG
fossology-01-07-2021/src/www/ui/ui-view.php,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/ui-view.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/www/ui/ajax-schedule-agent.php,"Copyright (C) 2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/index.php,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/index.php,Copyright (C) 2014 Siemens AG
fossology-01-07-2021/src/www/ui/api/Middlewares/FossologyInitMiddleware.php,Copyright (C) 2019 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/src/www/ui/api/Models/Folder.php,Copyright (C) 2018 Siemens AG
fossology-01-07-2021/src/www/ui/api/Models/Info.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/src/www/ui/api/Models/Analysis.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/src/www/ui/api/Models/SearchResult.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/src/www/ui/api/Models/InfoType.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/src/www/ui/api/Models/Job.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/src/www/ui/api/Controllers/BadRequestController.php,Copyright (C) 2018 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/src/www/ui/api/Controllers/RestController.php,Copyright (C) 2018 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/src/www/ui/popup-license.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/ojo/agent/ojos.hpp,"Copyright (C) 2019, Siemens AG"
fossology-01-07-2021/src/www/ui/async/AjaxAdminScheduler.php,"Copyright (C) 2011-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/async/AjaxAdminScheduler.php,Copyright (C) 2014 Siemens AG
fossology-01-07-2021/src/www/ui/async/AjaxJobInfo.php,Copyright (C) 2014 Siemens AG
fossology-01-07-2021/src/www/ui/async/ScheduleAgent.php,Copyright (C) 2014 Siemens AG
fossology-01-07-2021/src/www/ui/async/AjaxJobStatus.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/adj2nest/agent/adj2nest.c,"Copyright (C) 2007-2015 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/adj2nest/agent/adj2nest.c,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/async/AjaxBulkHistory.php,"Copyright (C) 2014, Siemens AG Author: Daniele Fognini, Johannes Najjar"
fossology-01-07-2021/src/adj2nest/agent/Makefile,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/acme_review.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/adj2nest/Makefile,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/adj2nest/ui/agent_adj2nest.php,"Copyright (C) 2012-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/adj2nest/ui/agent_adj2nest.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/adj2nest/ui/Makefile,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/ui-treenav.php,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fossupload_status.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/scripts/job-queue-poll.js,"Copyright (C) 2014, Siemens AG Author: Daniele Fognini, Johannes Najjar"
fossology-01-07-2021/src/www/ui/scripts/ui-clearing-view_bulk.js,"Copyright (C) 2015,2018 Siemens AG Author: maximilian.huber@tngtech.com"
fossology-01-07-2021/src/cli/fo_ninka_license_list.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_tagfile.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/scripts/jquery.jeditable.js,"Copyright (C) 2006-2009 Mika Tuupola, Dylan Verheul"
fossology-01-07-2021/src/www/ui/scripts/jquery.jeditable.js,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/cli/fossjobs.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_import_licenses.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/scripts/jquery.cookie.js,Copyright (C) 2013 Klaus Hartl
fossology-01-07-2021/src/cli/fo_folder.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/cli/fo_monk_license_list.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/scripts/supervised.js,Copyright (C) 2014 Siemens AG Author: J.Najjar
fossology-01-07-2021/src/www/ui/scripts/user-edit.js,Copyright (C) 2019 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/src/cli/fo_antelink.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/cp2foss.php,"Copyright (C) 2008-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/cp2foss.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/cli/fo_copyright_list.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/schema-export.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_chmod.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/cli/foss-scheduler.pod,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/Makefile,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/Makefile,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/scripts/jquery.validate.js,Copyright (C) 2006 - 2008 Jörn Zaefferer
fossology-01-07-2021/src/cli/acme_review.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fossjobs.pod,"Copyright (C) 2007-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_tagfoss.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/mkpod,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/duplicate-Upfolder.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/test_fo_nomos_license_list.php,"Copyright (C) 2012-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/desc.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/ReadMe,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/all_tests.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/scripts/copyrightHist.js,Copyright (C) 2014 Siemens AG Author: J.Najjar
fossology-01-07-2021/src/www/ui/scripts/tools.js,"Copyright (C) 2014, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/cli/tests/test_fossjobs.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/test_cp2foss.php,"Copyright (C) 2012-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/parameters.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/TestPlan.txt,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/test_oneshot.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/test_oneshot.php,"Copyright (C) 2013-2014 hewlett-packard development company, l.p."
fossology-01-07-2021/src/cli/tests/dashR.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/Makefile,"Copyright (C) 2012-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/tests/install,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_bucket_list.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/scripts/legend.js,"Copyright (C) 2014, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/cli/cp2foss.pod,"Copyright (C) 2007-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/scripts/jquery.dataTables.editable.js,"Copyright (C) 2010-2012 Jovan Popovic, all rights reserved."
fossology-01-07-2021/src/cli/fo_wrapper.php.in,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/cli/fo_wrapper.php.in,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/scripts/jquery.dataTables.select.js,Copyright (C) 2010-2015 SpryMedia Limited http://datatables.net
fossology-01-07-2021/src/cli/fo_nomos_license_list.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/reportImport/agent/ReportImportDataItem.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/www/ui/scripts/license.js,"Copyright (C) 2014-2015, Siemens AG Author: Daniele Fognini, Johannes Najjar, Steffen Weber"
fossology-01-07-2021/src/reportImport/agent/ImportSource.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/www/ui/scripts/jquery.treeview.js,Copyright (C) 2007 Jörn Zaefferer
fossology-01-07-2021/src/reportImport/agent/ReportImportConfiguration.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/www/ui/admin-tag.php,"Copyright (C) 2013-2015 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/reportImport/agent/SpdxTwoImportSource.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/www/ui/ajax-upload-agents.php,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/ajax-upload-agents.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/www/ui/i18n.php,Copyright (C) 2010-2011 Stefan Schroeder as a part of the FOSSOLOGY project.
fossology-01-07-2021/src/www/ui/page/AdminContentDelete.php,Copyright (C) 2015-2017 Siemens AG
fossology-01-07-2021/src/reportImport/agent/services.php,Copyright (C) Siemens AG 2015
fossology-01-07-2021/src/www/ui/page/UploadFilePage.php,"Copyright (C) 2008-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/page/UploadFilePage.php,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/reportImport/agent/ReportImportAgent.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/www/ui/page/AdminObligationToCSV.php,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/reportImport/agent/Makefile,Copyright (C) Siemens AG 2014-2016
fossology-01-07-2021/src/www/ui/page/HomePage.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/reportImport/agent/reportImport.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/www/ui/page/AdminContentMove.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/reportImport/agent/ReportImportHelper.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/reportImport/agent/ReportImportSink.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/www/ui/page/AdminObligationFromCSV.php,"Copyright (C) 2008-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/page/AdminObligationFromCSV.php,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/www/ui/page/GettingStartedPage.php,"Copyright (C) 2008-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/page/GettingStartedPage.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/reportImport/agent/ReportImportData.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/www/ui/page/AdminLicenseToCSV.php,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/www/ui/page/AdminGroupDelete.php,"Copyright (C) 2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui/page/AdminGroupDelete.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/reportImport/agent/XmlImportSource.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/www/ui/xhtml1-frameset.dtd,"Copyright (C) 1998-2002 W3C (MIT, INRIA, Keio), All Rights Reserved."
fossology-01-07-2021/src/reportImport/Makefile,Copyright (C) Siemens AG 2014
fossology-01-07-2021/src/www/ui/README.txt,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/reportImport/ui/Makefile,Copyright (C) Siemens AG 2014
fossology-01-07-2021/src/www/ui_tests/Users/userEditAnyTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/Users/addUserTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/Users/emailUserTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/Users/noEmailUserTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/reportImport/ui/ReportImportAgentPlugin.php,"Copyright (C) 2015-2017, Siemens AG"
fossology-01-07-2021/src/www/ui_tests/Users/dupUserTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/uploadSrvFileTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/uploadSrvDirTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/DupFolderTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/DupUploadTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/UploadSrvArchiveTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/BasicSetup.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/editFolderNameOnlyTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/editFolderDescriptionOnlyTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/UploadUrlTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/moveFolderTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/moveUploadTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/createFldrDeleteIt.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/UploadFileTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/CreateFolderTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/editFolderTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/DeleteFolderTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/BasicTests/runBasicTests.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/foss_ui.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/EmailNotification/uploadWoutEmail.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/EmailNotification/uploadWEmail.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/EmailNotification/changeENV.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/OrgFoldersMenuTest-Create.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/UploadInstructMenuTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/SearchMenuTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/OrgFoldersMenuTest-Delete.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/OrgUploadsMenuTest-Delete.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/AboutMenuTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/UploadServerMenuTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/OrgFoldersMenuTest-Edit.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/www/ui_tests/SiteTests/UploadFileMenuTest.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
